Reviews
very nice product received at time and I suggest every one to go for this. it is a very nice deal at this price
quality is good
worth for money
good product
durable
very nice
3lt cooker is very small. otherwise it is ok.
nice cooker
awesome product as this price love this strongly recommend go and buy for it
Great with the price
very nice
very bad quality
Good
Awesome product  lI love it
good
Items are defected
Very good product
nice
good
Nice Prdouct
nice
Good product .I am ordered in twice time
berry best
This are simply super
good
good quality product. value for money.
good
good product
Good product
waste of money
awesome
It's good only price also good
it is so nicemy mom is so happy vth this
Very low quality product
super quality
It works very well.
good one....
Worst product gas always leaks food got spoil
superb product
Superb
good
excellent product
very poor quality. got damaged in just 6 months. not recommended
Good service provider to your delivery agent
Good product... Prompt delivery.
Nice👌👌👌👌👌👌👌
Superb quality.
nice product
go for it
Excellent product
Very Bad product use one months gas leakage problem
very good
Good quality
nice proudect
super combo..
it's Good . product are looking good ..3*-4*.. but at my end only 2 suggestions to amezon or mfg. if possible Implieament then products 100% useful.1) Top of cover only 2 if given individual for all capacity is useful for all.2) bleck Handel for front side and back side is only given 5 ltr.  it's safety point big you  Given all 3 ltr & 2 ltr it's ideal for all. it's only suggestions  for .. we have received only 1 week a back so no more experience .. but products are looking good.
size are very small
not bad
Good product in a low price
nice product
good 1
nice good product thanks  Flipkart
Satisfied
superb
worth Full product for the value
wrost product. don't buy this.
good
good quality worth to money
Good products. Thanks.
value for money
missing prodakand not good
nice
I like that product thanks  flip cart
it's very good product..I m happy with this thank you flipkart..
Good product...  Bt one hand missing...
nyc
nice product
Product is very good at this price but only 2 lid thats why 4 star.
Good
awesome
Awesome
nice. but quantity is less. it's 1lt2 Lt and 4lt.
good product
super value for money
Worth for money. Good one.
it is really great
okay
The lids doesn’t fit properly
Good quality
product not good
Awesome product with reasonable rate. U can gift it to someone.
Good
nicee
good pruduct
No ISI Mark is there.
nice
Good quality
good quality
pretty gud...
not good
Good
Gud product thank u so much Flipkart
super
good product
very Nice
Good product
Nice
nice product..
nice
very nice product same as shown an image
So far good
super quality
very nice
Go for Pegion Products..They Worth buying and Value for Money.
Good product
Average
super
good
product is not good
thanks flipkart
i no happy
Not induction base
awesome
not working properly since I got it.. very poor quality product by Flipkart..
Nice one
good product
Cheap and best product
bad product lid of 5l cooker is not fitting
don't buy
must buy product
good product and quality is also good
good product
awesome
It's good. But I found difficult only in the lid. Because it doesn't close properly in 5 litre cooker. The lid is very tight.
good
bad product
good
Quality products
so far so good
best
nice
nice product
Value for money
It's good and worth to money.
super working.very nice product.
good product
Really good produc5
nice products
good
amazing product
Nice
Good
value for money  nice product thank you flipcart
Okok
good
good
ok
lid is very tight
not good
nice
good
very nice  am very impressed same as shown in the picture .. Thnku flip cart ..
good protect
nice
very very affordable price. thank you flipkart
nice product in low price..
Excellent product...
super
excellent
good product 😄
Very good
good...
cooker cap should be minimum three . it was two
the pans aren't as heavy they were  does that implies quality don't know....
super item thanks
awesome products
wonderful product within this range of price
Very good product for the Price range ISI mark is not there.
Great Deal At That Price.
good
nice
good
very poor no small and medium one washer is having issue not working
ok ok
Good product and good delivery
superb
good item set for kitchen
Excellent Product. Very much Satisfied with this product.
Excellent products
best quality
Its Good
3 l cooker lid is very thin.
quality is too good
value  for money  and good delivery  time by filpcart
Bottom side Mesh Removing after 3-4 month.I have purchase but after 3 month bottom mesh remove and damaged.
so good
Product is very nice. Got it as displayed. I got it at discounted price of Rs 1499.
good performance
Good
good
good
hello. ji. good itam
Value for money
value for money
Good in quality 👌👍👍
best item
it can't be used in induction... didn't expect this from Flipkart...
nice product happy my sister
just wow!!! bought 2set
good
good product
damaged product
Received damage product 2nd time also
good quality
Induction base is not good.not works properly in induction but for gas use product is perfect
not good
nice
nice product
Well it's a nice product. I have Hawkins Non Stick cooker. But after using this one in very economic price perception has changed for other brands. Anyone can purchase this without any hesitation.
very nice
good
Best quality
affordable price & best quality
super product
nice product
Very very bad product the lid of the big cooker is very tight dont buy this product
nice thnq u
nice matterial
superb
poor quality
Nice  cooker and original product
Writing reviews after one month usage. It is one of the best product in market in this price range. Satisfied with the quality
very good
Nice
qulity is very poor
The whistels are not working proprly there is over flow in all the 3 sizes
Very nyccc product
hight quality
Medium not to bad not to good
Good
good to use and good quality
Nice product..
nice product
Good quality.....I bought it for 1630/- But the cost of these changed the other day ie 1500/-..... Loss of 130/- for me.
Two cooker share one led. Rest ok.
awesome outstanding product
Nice
good product.. m hpy fo purchased.
Super quality
poor material
good
ok
VERY GOOD PRODUCT... BUT DELIVERY BY FLIOCART IS AVG......LATE DELIVERY..... PRODUCT IS AWESOME WITH ISI MARK
Good
All good look wise different from other companies but quality wise same as other brands.
good product @ affordable price.
Very good
very supper product...I am very happy
It's nice
It's amazing
best products in mid price
Nice
good product
Good deal
good praduct
good product
washer is loose
Nice product
very good product Paisa Vasool pigeon company
nice product
nice product
nice.but 3 cookers with 2 lid only
nice
worthy purchased. good item with low price.
ok
good product
bit disappointed. thought to be induction cooker but it is not .but surely useful for gas ovens
wishal leaking
good ..worth of money...
Best Products
These are sufficient cooking solution for kitchen & Good quality products.
fully satisfied
Good combo
nice
nice
perfect
great product of well known brand pigeon  with great quality I am satisfied with theia products
nice
Low quality
I am happy
Nice items
good
Excellent
very nice
ok..but not too gud..ISI mark not there..price little high..
useful
Excellent product
Nice cocker.
very good pressure cooker with induction base
not bad
i am deepak  parcheg pigeojyn special combo but caver problem so required this problem sot aut
very good
Wonder full...
Good product
Fantastic product
excellent
very much dissapointed.. there is no ISI mark and even it is not mentioned anywhere
very good
nice product buy it once
gd
Good
Its totally bad product after use one month ..pressure coocker working condition bad
goodnice delivery and quality of the cookers are also good
Nice product
Good
wonderful
good
very good product
good products  but not wow products
just good
nice product
Small family using the item
good
nice
Value of money product.
quality is low
awsm material excellent quality
good products
Its good!!
very good product
Very nice..Good gift for wife's...You will get wife love with this gift..thank you flipcart and seller.
Good product worth buying this product
very good in this rate
Aluminum is good but whistle quality is not upto the mark
Not bad
good
nice product Cheap and Best  Fast Delivery
good product
good product
Gd product at such an affordable range .
good
ok
Very good product
Nyc set
Nice
good
Awesome product thanks flipcart
Ty flipkart.I loved this combo .nice branded product in my budget.yet not used but nice.ty
good. but quantity wise IAM not satisfied. quality wise good.
this is fantastic ❤❤
very nice
Items is good. but handile cracked
Good
Really good product. Truly as described. Very much satisfied.
nice
nice Quality
awesome product
v good
worthy
Sizes too small
great quality product
good
valve for money
good
super rrrrrrrrr
Very good.
nice
nice
very good product
good
Is good
5 liter cooker totally waste. Its leaking... So food not cooking properly... Because of its used I'm not able to return also...
ok product..not gud quality
awesome product in this price very good quality
mediam renj
best
good product with money savers budget
very bad product
nice product
osm product
good product
Good quality & awesome products but quantity is not 2 l 3 & 5liter  it is 1 l  2 l & 4liter only
good product
worst product
good one
Excellent product
Good
wonderful
wow so good.I'm happy 4 this product
Not bad
Good
Nice
they should give one more cover for the small one only two covers are there
best
nice product
nice product
amazing  product with 5 years warranty
Value for Money Product.....
wortable for price
good quality
superb
excellent....
product is best packing handal bolt missing
good
Nice product
Good for small family but it should contain one more corke
Superb
not bad
not bad
ok
Nice product
Best
EXCELLENT PRODUCT
good
worst product
Nice
it was working nice.only two visils ok for anything. it will cook very speed
Nice Pigeon products.
Nice product
Product is  awesome Fast delivery Highly recommended
value for money.... very nice
too good is awesome
Product quality is good.
Awesome Products😘😘
Nice
Suberb . Good quality. I satisfied to this product. Fast delivery. Thank you for flipkart.... 😃😇☺️👍👌👌. Nice cooker
Metal in solid but actually not 2 3 5   actually 1.5  2.5 4.5 ltrs
nice..
good
Nice
Good quality and service is so good
worst product s whistle not come properly
it is good
good product in valueable prices. i like it..
excellent
Damaged in one week
ok ok product cookers become black in just 2 days
thanks flipkat
nice
good quality product.
Ok good product
handles are not tighten..
wort the price
value for money
very good product
nice
Good quality product
good product
very worst product in week it's not working properly
Product is very nice.  Flipkart has delivered in time.
new design and good qualityI am satisfied
third class product within one month safety valve came out 2 litres cooker is waste it don't have top cover also
pressure cooker got locked with food inside during 2nd use   couldn't open the lid  it  took almost a day to open the lid Since pressure cooker is related to safety of ur family  advise all to refrain from buying this productworst ever experience  Never gonna buy any pigeon products
Good product
very nice and good
good but some time water is coming out side
Worst worst cooker just get lost the Flipkart
Happy with the product but the 5 litre cooker cap is tight..
good product
Good
nice
Good
fabulous product thank you Flipkart
ok product
good nd excellent
low thiknes
nice product not except to much
very good
goooooood
write time delivery with quality product....... thanx flipkart
super
very much satisfied
Nice product
Genuine product fully satisfied
good
nice product... happy to buy it thank u flipkart
Just receive. packing was good.
good
Item is good
got for a special price nice one
very nicr
just purchased in RS.1249/-
I luv it....and fst delivery...
good
very good quality
cooker is good but quantity is only 1L 2L and 3LNo got 5L Cooker
good product
Nice
good products
nice products
Best prodduct
NYC product
Good 👍
superb work
nice product
The deal n d product is superb.And d delivery service n d person was also awesome.Overall a happy package.😊😊
Nice
Very nice product.
very good
excellent product...thnxx flipkart for delivary before time...now flipkart improve alot any we should trust it
Very nice
great
True value of Money.
good products
Excellent
very cheap quality......
good product and great deal full satisfied
good product
nice products
ok
very gud product
value for money
Good product
nice and excellent
good
the cooker is very ruf and tuf at a reasonable price
great product at reasonable price
good
value for money..but cooker whishal not perfect working...
good product
Nice one....
very poor quality.. changed even its shape in bottom and washer problems within 3 month usagereally disapointed
Good product
good quality
Average product
very low praice very good quality
good quality 👌
Good Product but some scratches on 5L cooker and packing box also damage
nice
god
Genuine products from flipkart Awesome
Cool
good product only there are two lids given otherwise value for money
Good
goodnice
good
nice products
Delivery is fast nice combo set
very nice product....
Returned back because no ISI mark
Bad product
awesome product😘
very good product in this price
nice
Grate product
Not satisfied.
nic product value for money
good but small
nice
good product
not happy with the performance
good
Nice product
worth the money
excellent
Super
ok
excellent
price and quality good
good
Gud... But 2 lidss
Good but this is not ISI mark
Wow.great
Best quality at the price. And fastest delivery. Tnks to flipcart
good
very good
Believe me.too gudmy wife is now more happy.nd it's not a promotional review
Excellent quality
product is good
very nice product super
nice but quantity of 2l and 3l cooker is less then mentioned
good product
very nice product im so happy
nice product
must buy
good
nice product.... value for money
2 and 3 ltr very small
in an excellent condition.
Good product  easy to operate
Nice but likhe problem
Good combo to buy...
Excellent product
i buy in1399rs nice product thanks flipkart
good
awesome
such a good product in very less price
Good quality and nice packaging👌
not bad
Not bad
nice product value for price
super product...affordable  price
value for money
Good one if you get on offer.
nice product
good product
good product
good choice
handle is not properly
Good product...
Small in size..
Nice
wrost
nice product.
good
Super
I BOUGHT THREE MONTHS AGO. NICE TO COOK  CONVENIENT TO SMALL FAMILY
nice
gud
Value of money
Avg product
Value for money
working so good
good product nice performance
nice
good product..but there is some scratches and one small crack in the side handle parts of 5L cooker..
very good product
Good quality and fast delivery but when it used water coming out side when whistle ring
nice product
good quality
ok not bad .. reasonable rate...
good quality
excellent product
Very good products at this price... One must go for it
air out part of  product is broken within 3 months corrected it outside. my recommendation is don't buy such products in online it's very difficult to repair or replace.
Very good product
measurements are not prefect
ok
super
Nice but it woul be good to have a seperate cap of the small pressure cooker.
not good product  water is  leaking   may be bad watchers
very nice product
super
best product@ good price..
go with product very nice thanks flipcart very speed delivery
quality is goood
intially the cookers were good but after using it for few months now (5 months) the cover doesn't fit anymore the lid and cover got loose as a result the cooker doesn't work.
amazing cooker set. efficient and economical. happy with tue purchase.
good product.... but one nut & bolt missing...
Wrost itam
Good products
good
good
Very good product
super☺☺
Product is good but the size is small
nice product.........but not fully happy with the product.
ok
super
nice
good deal .. you should go for it ... worth the price .. dont think too much buying .. just purchase it .. you will not regret ..
good
nice and perfect for home usage.
Ok
Super item
Super
Excellent
Value for money. We are enjoying cooking in kitchen.
Nice 👌
osm product
nice product. Worth the price..same lid for 3l and 5l cooker apart from that its good
quality average product good
Good
Fabulous product.. Very good product
Good product wonderful pricing very good value for money and super fast delivery
very good quality for this price
good product
I received this cooker today. The actual capacity of this pressure cooker is 4L 2L & 1L. No isi mark on the pressure cooker. received the small cooker handle in little damage condition. a small piece came out. not happy with what is projected in apps and what is reality.
Worth for Money if we buy it in showroom ot double the cost Quality good induction also useful..
unexpected products osm
good deal
good quality
Good
good quality
nice
Not satisfied with this product  the quality of cookers are very thin  such a cheap quality  pigeon is making fool of customers  please do not purchase shop from market only 😕😌
Good option for those who are looking for a quality product at lower price
Great product no dout
3 + 2 only
Satisfied with this product...
nice product thanks Flipkart
working after 5 months..and I got it for 1350
Happy
nice product
Busy buy
Excellent product 👌
good product with low price...
nice product  delivery man is good
excellent
Great product
good product
Low quality product
nice....
very small
nice product
im unsatisfied
in 5l cooker's handle not working
it's awesome
Very good product
Good product
worth to buy... but lil damage in haddle... beyond that the product was awesome..
love it
good
it's gud quality but instead of 2L is 1L3L is 2L5L is 4L.is showing on the flipkart page was 2L3L5L.i disappointedfault(worst) flipkart app don't purchase frnds
Average product not stylish design...
good
did not meet the expectation.  the hand of the cooker is a heat resistant.
one out of them was damaged  bt at this cost it will be Avordalbe as compare to market price
Good
super
super worthy
nice
best
nice product in this price range. perfect choice for small family.
worthy to purchase
It's bottom is very thin
nice quality
I am happy
quality good
value for money. Good deal
nice product
nice
very good product
not bad weight less. it s not a pigeon product. online purchase worst
awesome
Veri good products
the set is not original. we could not use them even 1 month
good product
very nice
Good
2L and 3L cooker have only one lid. Awesome product.
good
Very nice
Very nice
It's not good
product is good.      but delivery boy is very bad
nice product
the product is good at budget.BUT THE MAIN PROBLEM IS GIVEN SPECIFICATION IS FAKE.....it contain 1ltr less water in all three set. It mean given cooker set contain 4ltr 2ltr and 1ltr instead of 532 ltr.     so be careful before buying it
very nice product and nice package
good thing and also fast delivery
I have bought this product on February 2018 for Rs 1599. I was very happy; Possibly everyone would be happy if they get 3 Cookers for such a low price. That went really very good until the 6th Month. After that the Gasket became loosen for both the Lids and it stops whistling; leaks water from Lids. Really very disappointed by the Quality..! The Last line would be "You get what you paid for.." "
okk
Nice
not  satisfied
super
amazing
Good product
Extra ordinary cooker and I have purchased twice in combo pack.
nice product
very bad quality
Nice products
osam product
value of products on this price...but have to problems after 3 months use
product is good. but next time give 3 Lid for 3 cooker not 2.
Very nice product.
A very good product in a very reasonable price..
Very good
not bad
Good
good
good product
good product....you can buy this product without Any doubts...
osm products must buy it
Very bad quality products do not purchase..... I'm purchased just 20 days ago... customer call not pickup... and product are very bad....
scratch inside
good
very nice product . Heavy metal product nice quality
nice product
not good
nice
Best price and good look
Best
product was damaged
I think ok
nic quality
good quality products
Good
Good product
lo quality items
ok good
good product
super product worth of money thank u fllllp
very good product.. quality is good
very good cooker set
nice quality and good discount
awesome
awesome
I purchased this product but to take it to abroad we used it after 15 days We found that the product has defect we are not able to use the Pressure cooker now. Our bad the return period is over and also we are not in India now. Now we don't know what to do. Also the product is not labled ISI certificate.
good
nycc
Very good product and original product find it.. And time to time delivery thank you Flipkart
nice
good product
Good product
with in one month safety valve ejected
good product
Very useful and awesome product
This is excellent product I like this product
quality is matching the price very less weight compared to Hawkinsyet to see it's durability good in budget
Good
I like it
Good
ok
Very very good I’m very happy with the price
Nice
satisfied  for that  product
Good product and sure quality thanks to flipcart
Awesome
not actual capacity
Such a NYC product..
Nice.Very good working
it's good
amazing product
This price good cooker
Nice product
good and best price
product is good but not happy with I order for induction base  receive another product
okay
superb quality thank you flipkart
ok
super
Water used to leak during whistle.. Not expected
nice
BEST in the World. That thing was impressed EVERYONE.
very good quality
good
The product is good so far. The reason i gave 1 star is because the cooker has no ISI mark. So i am using this cooker with the faith that pigeon makes safe cookers and follows all safety standards. People who look for ISI mark to ensure safety standards are met are requested not to buy this product.
Nice product.. but matreial is not Best.. it's good
Good quality products
good
water coming out during cooking. Not suggested to anyone. Have been using from past 3weeks.
this product is worth value for the price and Flipkart delivers the product very quickly...
Very good product
value for money......go for it
good
Worth For Money
Nice product
Handal not good
fabulous
very good   product
Product so small compering to other 5 liter coockers
Good
value for money
excellent it's worth it...
good product
v. Good
scratches on this
Product Quality is goog  but  a problem occurs when closing the lid of cooker .But Quality is good and effective in this price
Waste of money. Don't buy it
this product is really awesome and quality is very good....overall value for money
only for 1500 thank u flip kart
Delivered within tm
very low quality material used. so much light weight.
I m happy
It's the best product
nice ... products with great pleasure and privilege
Good
best pressure
good
good product for good price
Good product but not perfect 2L3L5L
not good.
excellent
it was nice.  worth for money
very very good product
little bit was damage
okay
good product
fast delivery  and saf good
Very good product. Thanks to flipkart
supper value product nice
Recommendable
Supar
not bad
all 3 set of pressure cookers are very nice..go for it.the design is fabulous..and quality is very nice
Good 🤣
Nice only☺
useful....
superb
not good
very very much
Very bad productdamaged product
worst product
Nice products the lid of three litre can also used for the small one 2l
not good
good product
Good
nice product
good
Not bad but okay
Great
good quality ..
verygood
Superb product.
Good product ....
card pockets are very small. not enough space to hold cards
Nice combo pack we use daily no complaint foods are delicious
Good one. Same as shown in the picture
super
Good
Good product
nice product
excellentsupermind blowingpurchase
product is worsted..low cost price but product is damaged
Good deal. Worth buying this Product.
very poor quality product. it was broken from bottom of one of the cooker. very much unhappy to see such bad quality product here. had to return it
Nice product
quality is good happy to buy.
in cooker lid itself mentioned as use it in low flame only... so scary to use
metal was so good
Nice
product was delivered on time but no screws to connect auxiliary and lid handle for one cooker. had to buy them separately.
product is fine but it is non induction cooker  lid is heavy but cook pot is light
Very good product as it's shown in image same as I have received every thing is OK fully satisfied with the product and its quality and also with the delivery... Only one thing is not OK that's its 2 liter bowl. It's only 1 liter...
thanks flipkart....for keeping punctuality in delivering the ordered item...fully satisfied with your delivery mechanism...
products and  packing  are good but 3l cooker is very small......!before time delivery  thanks to clipart nd ekart foe delivery
very good
good
ok nice product
Product is good but the 5l cooker lid was very tight finishing lid was not good.
nice product
its a very nice product..
no satisfied.lot of scratches parts missing.no worth
small family saves. better
storage description was wrong
Good in this price range But unhappy with packaging Awasome dilivery by flipkart
super iteams
Very low quality product never buy.
I loved it. Quality was unquestionable
Good
liked very much
# Nice Quality and worthable price... 😍😍😍👌👌👌👌
quality is good price also genuine
itz realy gud item i loved it
good quality..very useful..
Good
safely delivered good worth on mini family
Good
just ok
ok...but small size....
nice product amazing...funtastic...
good product
super
nice cooker and quality is too good
very good product
this product is good
nice
supra
small in size. not jz like they detailed.
am not received 2 liter cooker top
Best budget product
nice
very superb products u can buy without thinking about 1400 rs....
value of money
good
Nice one
Good product
very bad...cooker is not getting whistled on the first use itself.dont sale such kind of worst product and spoil flipkart's brand.
Super 👌
nice
good products
Good
Good
good
nice
2litter is not a 2 litter  those are smoll
marvlous product
Good
good
Design --> (5/4)Quality-->(5/4)Price -->(5/4)Overall nice 👌👍
Nyc product
over all Product is very good and good quality also
not satisfactory and water is leaking.
Poor quality product.  ISI mark is not printed. This product is not isi approved
good
worth to buy do buy and enjoy ur cooks
Excellent productgo for it without second thought.....Don't consider the negative reviews of the product. it's an excellent product in this price range.
Gud
About quality thier is no complaints but I ordered wrong product instead induction base I placed order for without induction base
Paisa vasool product...using....no issue found till now
best quality products
Chaina item and sealed logo of Piegon that without clear finish
Best to goods
Value for money
good
very nice 👌👌👌👌
Useless product... Not working properly  please don't perches.. only wastage of money
Product is too good...thanks to flipkart
Product is good but the problem I face is delivery. Delivery executive refuse to deliver item at my location instead he called me n asking to pick up order from his location that too 15km far from me its first time bed experience with Flipkart
nice
not bad!!!
Good
Good
Very good product as shown in pic. It's just like that
ok
good value for money
Superb quality 👌👌 but one of the screw is missing. So giving 4 stars......
Super product👌👌👌👍👍
no indication base nothing please inform the customer before itself of the product .
not adject size but good
very bad...dont suggest to by this product
not worth product bowls are very light weight..handles are too worest and received defect product.better go for prestage products..
average quality
not bad if your budget is not good..
fantastic best value for the money I think you guys should go for it
good quality
v.nice products
nice product
everything is good. but No ISI mark is printed either in cooker or in the box of the cooker. how can we trust on the product. butyes obviously according to its price segment product is okey.
super product
heavy bottom cookers
it's one liter. not 2
these are thin sizes
Good product
Good product
Excellent product...... 👌👌👌👌👌👌👌👌👌
Nice
The pressure cooker is fine but the bottom plate that is used for use on indexation is not right. It is rusting in the rust to start with the press. The money has become worthless. I am not satisfied with the pressure cooker
can't do briyani
super stylish
good
Best product in good price
good quality but size is small
Good
Nice and beautiful
very good
nice product
Worthy Purchase!😊
good
super
Excellent cookers uptil now next what happens not know but should buy
good
size is not expection
Nice
excellent
vey nice
nice
awesome product.best at this price
good product...thank you pigeon
just ok
cookers are awesome but no isi trade mark is there. so not trust worthy i think.
Best combo offer.value for money.
lid doesn't fit for the 5 ltr cooker. Bad experience and waste of money.
In the beginning it was good but now air is leaking from all the side
osm product 😍😍😍😍😍
Nothing good  😅
Good product
excellent  product
product nice
very bad quality west of money
nice
good
it is truly a fantastic product at this price...i highly recommend everyone to buy this ...the only thing that is divastating...is that i find it diffult to place lid smoothly
gascate loose
good
I m Happy
Good product
Fabulous
I am happy
good
worthable money
very fane
Excellent product thank u flipkart.....
good product
Good
Nice worth price
good product  as a price
superb
good product
nic
vallu for money
quality issues
Too good productAll three cookers are goodNo problem faced in any way while using
nice
nice
value for money
nice
Good
Very bad.isnt using this product
very good product
the cookers have gone completely black from inside. have hardly used it 4-5 times.otherwise the cookers is good and works well
supper
It is said that the cookers were induction based but when received they r the normal one's. That is the reason i ve given only 2 points.
Waste of product
very nice product
nice product
Nice product thanks Flipkart
wast no nanstick
very very worst
its good product in cheap rate .itsawesome for the rate
Very nice product
Very bad quality. I buy and i rrturn because of poor quality.
First of all hats off to flipkart packaging its the best and The pigeon combo of 3 is a great deal. Very satisfied with the product and flipkart's delivery.
Please don't buy all are having a issue with in 10 days
nice deal at this price Rs 1499/-
good product
Ok not bad
not very good sizes are not same as image
OK but to much tight the opener let's see
good product
My Name is Akhilesh kumarI'm order cooker no divers 3 th time no good 👎
nice product
Thanks flipcart. Very next day got delivery. Very good product. Can buy
Value for money👍
good products
amazing flipkart
Not Bad
super
ok ok
Osm product
good
good quality best products
nice cocker But not induction base.
super product
Worth it
Nice
perfect goods
good .....but did not use till now....let's see...but i love the product....
good product
good
I'm satisfied with dis productit's very nice n delivered very soon..
Nice
Good Product and Fast Delivery
good one
its very nice product
in this price it is nice
these are aluminium preserve cookers and I have been using them for 3 months the built quality and the material used is super. simply a budget priced combo cookers which perform well.
awsm product
Best ever affordable product on flipkart.. Thumbsup
Nice products
images shows ISI mark. but not in cookers. really upset
gud product and value of money.
ISI mark is not there and cooking of food is too time taking for cooking vessels 12-15
Excellent in low price I am so happy
good
my favorite online shop the product is awesome
there is no extra cover or dhakkan of pressure cooker
good
Good but it can be better
prodect is good but weightless prodect i think after one year this cooker is going to useless
very nice
Nice produced
value for money
Nice product  worth for the money
very nice
cooker is awesome deal for that price
Its very light in weight so food gets burnt and doesnt cook food well.
very good product fast delivery good service
best
great
I used both 2 liter and 3 liters and both are not working  it is not getting locked  i tried to change the rubber as well but still no luck   i would not suggest anyone to go for it.
nice
very very good
Ok
good
good tq Filipkart iam happy
super
Value for money but product is not as shown in images
Good product
nice
good quality
must buy
best coocker for pigeon
faster delivery thanks Flipkart and product was really good
Good product..........I'm happy
nice
good product.. value for money..
Ok for the money
nice
Good product@good price
the quality of this product is superb...just go for it..
Awesome product in this price range... Value for money...
Super nice product and deliver  time is also very good
Nice
Good
Nice
u need to specify clearly as seconds with manufacturing defects n don't fool d buyers
very nice product every one must buy thiz product
its working fine..but the isi mark on the top is missing...a bit worried about that
Today I have opened the box and got only 2 lid instead of 3
awsm product
Nice
Good
Weightless..and nice product
nice
very nice fantastic Cook
Good quality as compared to this prize
worthfull product blindly we can go for it....
Bad qualty
Excellent product
From my point of view quality  delivery everything is very good
Good
good product
good product
Good thank u
Nice product
better service
nice product
nice product but there is no isi standard in the lid
good product
awesome product
small size cooker  suitable for small family as we seen in picture it's looking bigger than actual size  quality is good yet
Good combo for medium family in this prise
thanks flipkart
good product easy to use
nice product
value for money
nice
awesome product
it's not good or not bad  just average product
Watcher's are easily damaged and unable use longer than 1 month
good product
good quality
Nice
good
Awesome
got broken product at 1st.. later replaced.... ok product at this prise.. but one lid is common for two cookers that is a disappointing fact.... and is not exactly 2 3 5 Ltrs.... it is 1 2 and 4 ltrs respectively...
Good product
Nice product
good and super
Very good product
good product with outer lid
product is good
Nice product
very good product...
v nice product
very small sizes delivered
very poor quality within 5 days steam passing out side.
Bad quality this product
ok good
super 👌
nice product
it's really beautiful...
i like it
super
Nice products
very good 👍😊 product
good product ...happy with it...
pigeon best combo pack but 2lid only have 3lid have best combo in pack
Nice
It was Bad product
not bad
Nice product with lowest price
material looks ok in this Price less weighty it's OK
